id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,city,state,market,zipcode,property_type,room_type,accommodates1,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,calculated_host_listings_count,reviews_per_month
5297143,Stylish 1BR Capitol Hill Apartment,24596657,Matt,7-Dec-14,"Seattle, Washington, United States",90%,100%,f,Capitol Hill,2,2,t,t,"15th Avenue East, Seattle, WA 98112, United States",Capitol Hill,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",200,,,1,$0.00 ,2,1125,t,30,60,89,89,5,84,9,9,10,10,10,9,f,f,moderate,f,1,0.46
6228211,North Capitol Hill Townhome,32307721,Brian And Lynn,1-May-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,t,"17th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1,2,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",Essentials}",200,,,1,$0.00 ,1,1125,t,0,0,0,222,0,,,,,,,,f,t,flexible,f,1,
1815677,2 bedroom house w/hot tub,9510212,Chris,19-Oct-13,"Seattle, Washington, United States",90%,100%,f,Stevens,1,1,t,t,"29th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",115,300,90,2,$20.00 ,14,180,t,4,34,64,153,9,100,10,10,10,10,10,10,f,f,moderate,f,1,0.82
1432713,"Stay in the ""Single's Movie Bldg""",7700277,Z.,24-Jul-13,"Seattle, Washington, United States",71%,100%,f,Stevens,1,1,t,t,"East Thomas Street, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",120,,10,2,$10.00 ,1,1125,t,30,60,90,365,142,93,10,9,10,9,10,9,f,f,strict,f,1,4.85
4454264,Perfectly Located Capitol Hill Home,23113340,Anne,29-Oct-14,"Ault, Colorado, United States",N/A,N/A,f,Montlake,1,1,t,t,"15th Avenue East, Seattle, WA 98112, United States",Montlake,Seattle,WA,Seattle,98112,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",400,300,75,1,$0.00 ,1,1125,t,30,60,90,365,1,100,10,10,10,10,10,10,f,f,strict,f,1,0.09
5164194,Beautiful View Home-3rd Foorw/deck,23770394,Randy,15-Nov-14,"Seattle, Washington, United States",88%,100%,f,Stevens,3,3,t,t,"24th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Private room,1,2,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",95,,25,1,$20.00 ,1,1125,t,0,12,42,317,3,100,10,9,10,10,10,10,f,f,flexible,f,3,0.32
1880734,"Classic home, heart of Capitol Hill",9791687,Dan & Kris,3-Nov-13,"Seattle, Washington, United States",100%,N/A,f,Stevens,1,1,t,t,"East Mercer Street, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,4,2,2,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",250,250,80,1,$0.00 ,2,5,t,29,59,89,364,20,96,10,10,10,10,10,10,f,f,strict,f,1,0.78
7127036,"Lovely, light filled 1 Bedroom",10662999,Caroline,16-Dec-13,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,t,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",150,,50,1,$0.00 ,1,1125,t,0,0,0,160,2,100,10,10,10,10,10,10,f,f,flexible,f,1,0.4
10248139,Pullout Bed in CAP HILL on Pike St.,28883039,J. Ildrich,6-Mar-15,"Seattle, Washington, United States",100%,100%,f,Minor,1,1,t,t,"16th Avenue, Seattle, WA 98122, United States",Minor,Seattle,WA,Seattle,98122,Apartment,Shared room,2,1,1,1,Pull-out Sofa,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",22,,,1,$5.00 ,1,1125,t,15,29,34,34,1,100,,10,,10,,,f,f,flexible,f,1,1
1974131,Amazing Studio Apt on Capitol Hill!,9195336,Scooter,2-Oct-13,"Seattle, Washington, United States",100%,100%,t,Capitol Hill,1,1,t,t,"16th Avenue East, Seattle, WA 98112, United States",Capitol Hill,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",120,,,2,$20.00 ,2,30,t,14,30,48,287,182,100,10,10,10,10,10,10,f,t,strict,t,1,7.15
8306581,Cozy 2BR/2BA Apt. in  Seattle!,43795299,Rob And Ann,9-Sep-15,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,f,"East Denny Way, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",140,200,101,4,$40.00 ,2,180,t,24,28,28,132,1,100,10,10,10,10,10,10,f,f,strict,f,1,0.51
6627184,Sunny cottage style home with views,8115582,Tammy,12-Aug-13,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,t,"24th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",125,125,50,1,$0.00 ,3,1125,t,0,0,0,192,1,100,10,10,10,10,10,10,f,t,strict,f,1,0.15
2211594,Modern Townhouse in Capitol Hill,11058653,David And Amelia,6-Jan-14,"Seattle, Washington, United States",100%,100%,f,Minor,1,1,t,t,"18th Avenue, Seattle, WA 98122, United States",Minor,Seattle,WA,Seattle,98122,House,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",126,500,105,2,$50.00 ,2,30,t,30,60,90,365,69,93,10,10,10,9,10,9,f,f,strict,f,1,3.11
8613792,Room in house,45313817,Nicholas,28-Sep-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,t,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Private room,1,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",150,,,1,$0.00 ,1,1125,t,0,0,0,72,1,100,,,,10,10,10,f,f,flexible,f,1,0.33
2367298,Adorable Walkable Vintage Apartment,1545100,Erin & Nat,29-Dec-11,"Seattle, Washington, United States",100%,100%,t,Stevens,1,1,t,t,"27th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",129,,60,1,$0.00 ,2,1125,t,30,60,90,365,109,94,9,9,10,10,10,9,f,t,moderate,f,1,4.75
7871885,Capitol Hill Carriage House,41487915,Eric,14-Aug-15,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,t,"22nd Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125,200,25,1,$0.00 ,2,7,t,27,47,77,166,13,98,10,10,10,10,10,10,f,f,moderate,f,1,2.93
7025898,"TL ""New York"": renovated 2bed/2bath",754810,Andy,28-Jun-11,"Seattle, Washington, United States",96%,100%,t,Minor,10,10,t,t,"East Thomas Street, Seattle, WA 98112, United States",Minor,Seattle,WA,Seattle,98112,Condominium,Entire home/apt,6,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",250,500,95,4,$25.00 ,2,1125,t,29,59,89,364,14,100,10,10,10,10,10,10,f,f,strict,f,10,2.37
722537,Garden Suite in North Capitol Hill,3731681,Cameron,2-Oct-12,"Seattle, Washington, United States",100%,100%,f,Stevens,2,2,t,t,"E Prospect St, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,6,1,2,4,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",220,,100,1,$0.00 ,5,180,t,16,46,76,314,34,96,10,9,9,10,10,9,f,f,strict,f,1,1.02
9435279,Spacious Suite on Capitol Hill,46318353,John,11-Oct-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,4,4,t,f,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Breakfast,""Indoor Fireplace"",Heating,Essentials}",162,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,4,
10135468,Modern Master on Capitol Hill,3371229,Chris,25-Aug-12,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,t,"East Denny Way, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,House,Private room,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers}",52,100,35,1,$0.00 ,6,1125,t,3,33,63,338,0,,,,,,,,f,f,flexible,f,1,
2882641,Quiet yet urban Capitol Hill house,13240442,Adam,17-Mar-14,"Seattle, Washington, United States",100%,100%,f,Stevens,3,3,t,t,"22nd Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",165,500,65,4,$40.00 ,3,365,t,0,0,0,262,28,98,10,10,10,10,10,10,f,f,strict,f,3,1.38
7805332,Cozy Studio Near Capitol Hill,16966680,Sam And Lish,18-Jun-14,"Seattle, Washington, United States",100%,N/A,f,Stevens,1,1,t,t,"East Aloha Street, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",88,100,30,2,$20.00 ,2,21,t,2,32,61,336,13,94,10,9,10,10,10,10,f,f,flexible,f,1,2.89
7584142,Capitol Hill MIL (women only),39772105,Tom,28-Jul-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,1,1,t,f,"23rd Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Shared room,2,1,1,1,Pull-out Sofa,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",100,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,1,
1307898,Large Capitol Hill Single Family,6569937,Glenn,25-May-13,"Seattle, Washington, United States",75%,100%,f,Stevens,1,1,t,f,"20th Ave E, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,9,4.5,5,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",450,,,1,$0.00 ,4,30,t,0,6,6,83,16,100,10,10,10,10,10,10,f,f,moderate,f,1,0.54
9435483,Private Getaway Among the Trees,46318353,John,11-Oct-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,4,4,t,f,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",152,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,4,
3446274,Single room close to it all...,12796487,"Emma, Shannon, Anna & Rachel",4-Mar-14,"Seattle, Washington, United States",100%,100%,f,Stevens,6,6,t,t,"East Denny Way, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,Bed & Breakfast,Private room,1,3,1,1,Real Bed,"{""Wireless Internet"",Heating,Essentials,Shampoo}",105,,,1,$0.00 ,2,28,t,29,59,89,152,19,92,9,10,9,9,10,9,f,f,moderate,f,6,1.06
3041619,House in the trees w/amazing views,504978,Sven,13-Apr-11,"Seattle, Washington, United States",100%,100%,t,Capitol Hill,2,2,t,t,"East Interlaken Boulevard, Seattle, WA 98102, United States",Capitol Hill,Seattle,WA,Seattle,98102,House,Entire home/apt,8,2,3,5,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",295,300,95,6,$25.00 ,6,32,t,0,0,0,34,25,99,10,10,10,10,10,10,f,f,strict,f,2,3.68
10139271,Capitol Hill Modern retreat,17022129,Johnica,20-Jun-14,"Kirkland, Washington, United States",55%,100%,f,Stevens,1,1,t,t,"East John Street, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials,""24-Hour Check-in"",""Laptop Friendly Workspace""}",100,,25,1,$0.00 ,1,1125,t,28,58,88,356,0,,,,,,,,f,f,flexible,f,1,
47196,Capitol Hill Suite + Free Parking,212740,Shalini,25-Aug-10,"Seattle, Washington, United States",90%,100%,f,Stevens,1,1,t,f,"21st Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",65,,15,1,$19.00 ,1,365,t,13,43,73,348,353,93,10,10,10,9,9,9,f,t,moderate,f,1,5.44
8296857,Cap Hill Modern 3BR Townhome w/view,43483497,Sumie,6-Sep-15,US,100%,100%,f,Stevens,1,1,t,t,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,7,3,3,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",158,300,142,4,$25.00 ,1,30,t,25,51,81,291,4,85,9,10,10,9,10,10,f,f,strict,f,1,3.16
8845144,Ultra Cozy Room in Highly-Rated BnB,46318353,John,11-Oct-15,"Seattle, Washington, United States",N/A,N/A,f,Stevens,4,4,t,f,"18th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",138,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,4,
5969069,"Urban oasis, perfect for dog owners",13240442,Adam,17-Mar-14,"Seattle, Washington, United States",100%,100%,f,Stevens,3,3,t,t,"22nd Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",125,350,65,2,$25.00 ,3,1125,t,0,0,0,269,7,100,10,10,10,10,10,10,f,f,moderate,f,3,0.84
6837338,Capitol Hill Treehouse Sanctuary,17796129,Emma And Chris,7-Jul-14,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,t,"East Denny Way, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",80,,20,1,$0.00 ,2,4,t,9,21,38,38,12,100,10,10,10,10,10,10,f,f,moderate,f,1,1.96
6865696,Vintage light-filled apartment,35976192,Nikki,16-Jun-15,US,N/A,N/A,f,Capitol Hill,1,1,t,f,"15th Avenue, Seattle, WA 98122, United States",Capitol Hill,Seattle,WA,Seattle,98122,Apartment,Shared room,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,1,
6591894,Crayola Home - Purple Room Bunk 4,7354306,Michael,8-Jul-13,"Seattle, Washington, United States",100%,100%,f,Capitol Hill,18,18,t,f,"East Highland Drive, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Shared room,1,3.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",31,,,1,$0.00 ,2,1125,t,18,48,78,352,16,95,10,9,10,10,9,10,f,f,strict,f,18,2.73
3773784,Cozy Gay getaway on Capitol Hill,17471347,Seth,30-Jun-14,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,t,"23rd Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",115,,10,2,$25.00 ,1,14,t,29,59,89,178,30,84,9,8,9,9,9,8,f,t,strict,f,1,1.75
10318171,Cozy basement room with shared bath,8642533,Sasha,5-Sep-13,"Seattle, Washington, United States",100%,100%,f,Stevens,3,3,t,t,"17th Avenue East, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,Other,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Laptop Friendly Workspace""}",50,,,1,$0.00 ,2,1125,t,29,59,89,364,0,,,,,,,,f,f,flexible,f,3,
3666970,Crayola Home - Purple Room Bunk 3,7354306,Michael,8-Jul-13,"Seattle, Washington, United States",100%,100%,f,Capitol Hill,18,18,t,f,"East Highland Drive, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Shared room,1,3.5,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",29,,,1,$0.00 ,2,14,t,25,55,85,360,16,90,9,9,9,9,9,9,f,f,strict,f,18,0.94
3994634,Crayola Home Green room-Bunk Bed 6,7354306,Michael,8-Jul-13,"Seattle, Washington, United States",100%,100%,f,Capitol Hill,18,18,t,f,"East Highland Drive, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Shared room,1,3.5,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",29,,,1,$0.00 ,2,1125,t,9,39,69,344,25,90,9,9,9,10,9,9,f,f,strict,f,18,1.54
8090541,Urban Capitol Hill Townhome,14976127,Bryce,1-May-14,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,t,"16th Avenue, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",120,,,1,$0.00 ,1,1125,t,9,9,9,112,5,96,10,10,10,10,10,10,f,f,strict,f,1,1.23
7222136,Stylish 1 Bdrm in Capitol Hill,7805364,Meredith,29-Jul-13,"Seattle, Washington, United States",100%,N/A,f,Stevens,1,1,t,t,"16th Avenue, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",135,,65,1,$0.00 ,2,14,t,29,59,89,364,7,97,10,10,10,10,9,10,f,f,flexible,f,1,1.37
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,28-Dec-11,"Seattle, Washington, United States",90%,100%,f,Stevens,2,2,t,f,"E Roy St, Seattle, WA 98112, United States",Stevens,Seattle,WA,Seattle,98112,House,Entire home/apt,4,1.5,2,3,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",125,,125,2,$20.00 ,7,30,t,30,60,90,365,5,70,6,4,10,10,10,8,f,f,strict,t,1,0.17
5927083,Beautiful View Home- Garden Room,23770394,Randy,15-Nov-14,"Seattle, Washington, United States",88%,100%,f,Stevens,3,3,t,t,"24th Avenue East, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,House,Private room,2,2,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",80,,25,1,$20.00 ,2,1125,t,30,60,90,365,13,97,10,10,10,10,10,10,f,f,flexible,f,3,1.47
5685908,"Amazing Location, Luxury Townhouse!",5320481,Cynthia,4-Mar-13,"Seattle, Washington, United States",100%,100%,f,Stevens,1,1,t,t,"East Denny Way, Seattle, WA 98122, United States",Stevens,Seattle,WA,Seattle,98122,House,Private room,2,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",97,100,50,2,$50.00 ,2,1125,t,30,60,89,89,12,95,9,9,9,10,10,9,f,t,strict,f,1,1.33
